GeneID	Symbol	Description	log2FC	Pvalue
206358	SLC36A1	solute carrier family 36 member 1	-1.461	6.437
92745	SLC38A5	solute carrier family 38 member 5	1.559	4.133
57181	SLC39A10	solute carrier family 39 member 10	1.341	7.845
83959	SLC4A11	solute carrier family 4 member 11	2.217	4.063
8671	SLC4A4	solute carrier family 4 member 4	-2.038	2.73
123264	SLC51B	solute carrier family 51 subunit beta	-1.713	3.096
115584	SLC5A11	solute carrier family 5 member 11	-2.82	5.284
8884	SLC5A6	solute carrier family 5 member 6	1.28	5.974
54716	SLC6A20	solute carrier family 6 member 20	3.959	9.193
6533	SLC6A6	solute carrier family 6 member 6	2.177	9.866
6541	SLC7A1	solute carrier family 7 member 1	1.294	6.023
23657	SLC7A11	solute carrier family 7 member 11	1.845	4.732
8140	SLC7A5	solute carrier family 7 member 5	2.391	8.595
6547	SLC8A3	solute carrier family 8 member A3	-1.64	4.952
6549	SLC9A2	solute carrier family 9 member A2	-1.414	2.473
28234	SLCO1B3	solute carrier organic anion transporter family member 1B3	3.798	7.012
115072896	SLCO1B3-SLCO1B7	SLCO1B3-SLCO1B7 readthrough	3.78	6.827
28231	SLCO4A1	solute carrier organic anion transporter family member 4A1	2.624	11.023
100127888	SLCO4A1-AS1	SLCO4A1 antisense RNA 1	2.51	9.699
6586	SLIT3	slit guidance ligand 3	-1.033	2.31
22865	SLITRK3	SLIT and NTRK like family member 3	-2.271	2.801
643008	SMIM5	small integral membrane protein 5	-1.519	4.247
100130933	SMIM6	small integral membrane protein 6	-1.139	2.98
100287482	SMKR1	small lysine rich protein 1	2.556	6.457
54498	SMOX	spermine oxidase	1.539	4.54
10924	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A	-1.694	4.939
6525	SMTN	smoothelin	1.255	4.332
342527	SMTNL2	smoothelin like 2	2.477	4.096
6615	SNAI1	snail family transcriptional repressor 1	2.047	7.012
9627	SNCAIP	synuclein alpha interacting protein	1.29	2.833
285958	SNHG15	small nucleolar RNA host gene 15	1.323	6.16
388796	SNHG17	small nucleolar RNA host gene 17	1.314	5.198
641638	SNHG6	small nucleolar RNA host gene 6	1.028	4.569
106635539	SNORA105A	small nucleolar RNA, H/ACA box 105A	1.031	3.732
106635540	SNORA105B	small nucleolar RNA, H/ACA box 105B	1.027	4.648
109617000	SNORA11F	small nucleolar RNA, H/ACA box 11F	1.17	3.253
677805	SNORA18	small nucleolar RNA, H/ACA box 18	1.135	4.291
619499	SNORA27	small nucleolar RNA, H/ACA box 27	1.336	2.327
677822	SNORA40	small nucleolar RNA, H/ACA box 40	1.051	3.268
677835	SNORA56	small nucleolar RNA, H/ACA box 56	1.215	2.926
677839	SNORA71C	small nucleolar RNA, H/ACA box 71C	1.931	3.735
677798	SNORA9	small nucleolar RNA, H/ACA box 9	1.601	4.366
26771	SNORD102	small nucleolar RNA, C/D box 102	1.409	2.807
692086	SNORD17	small nucleolar RNA, C/D box 17	1.441	3.17
9301	SNORD27	small nucleolar RNA, C/D box 27	1.062	2.577
26797	SNORD52	small nucleolar RNA, C/D box 52	1.143	4.183
692198	SNORD78	small nucleolar RNA, C/D box 78	1.125	2.555
26770	SNORD79	small nucleolar RNA, C/D box 79	1.073	3.487
692201	SNORD86	small nucleolar RNA, C/D box 86	1.852	4.614
6641	SNTB1	syntrophin beta 1	1.591	8.498
6652	SORD	sorbitol dehydrogenase	1.175	4.043
653381	SORD2P	sorbitol dehydrogenase 2, pseudogene	1.137	2.914
6659	SOX4	SRY-box transcription factor 4	1.292	5.875
6662	SOX9	SRY-box transcription factor 9	1.232	4.579
11262	SP140	SP140 nuclear body protein	-1.03	2.99
389058	SP5	Sp5 transcription factor	2.118	3.195
6678	SPARC	secreted protein acidic and cysteine rich	1.995	7.812
353324	SPATA12	spermatogenesis associated 12	2.639	7.685
128153	SPATA17	spermatogenesis associated 17	1.092	2.851
84690	SPATA22	spermatogenesis associated 22	-2.156	4.807
348761	SPATA3-AS1	SPATA3 antisense RNA 1 (head to head)	1.314	2.046
147841	SPC24	SPC24 component of NDC80 kinetochore complex	1.069	3.08
57405	SPC25	SPC25 component of NDC80 kinetochore complex	1.176	3.771
54908	SPDL1	spindle apparatus coiled-coil protein 1	1.007	6.316
8877	SPHK1	sphingosine kinase 1	1.721	5.79
6689	SPIB	Spi-B transcription factor	-3.462	7.798
144097	SPINDOC	spindlin interactor and repressor of chromatin binding	1.295	6.023
6691	SPINK2	serine peptidase inhibitor Kazal type 2	-2.272	2.756
124976	SPNS2	SPNS lysolipid transporter 2, sphingosine-1-phosphate	1.31	5.256
90853	SPOCD1	SPOC domain containing 1	1.735	4.378
6695	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1	1.721	2.901
50859	SPOCK3	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3	-1.573	2.035
10417	SPON2	spondin 2	1.632	5.394
6696	SPP1	secreted phosphoprotein 1	3.633	10.143
84888	SPPL2A	signal peptide peptidase like 2A	-1.045	6.186
399473	SPRED3	sprouty related EVH1 domain containing 3	1.302	3.561
6712	SPTBN2	spectrin beta, non-erythrocytic 2	1.912	7.285
51332	SPTBN5	spectrin beta, non-erythrocytic 5	1.451	3.427
6713	SQLE	squalene epoxidase	1.58	5.042
27286	SRPX2	sushi repeat containing protein X-linked 2	1.268	3.581
136853	SSC4D	scavenger receptor cysteine rich family member with 4 domains	1.292	5.35
6750	SST	somatostatin	-2.67	2.368
6753	SSTR3	somatostatin receptor 3	-1.372	2.82
6755	SSTR5	somatostatin receptor 5	2.522	3.274
26228	STAP1	signal transducing adaptor family member 1	-1.797	5.912
6781	STC1	stanniocalcin 1	2.579	9.288
8614	STC2	stanniocalcin 2	3.325	10.577
56164	STK31	serine/threonine kinase 31	3.205	9.32
11075	STMN2	stathmin 2	-2.105	3.953
50861	STMN3	stathmin 3	1.353	3.02
56977	STOX2	storkhead box 2	-1.074	2.218
64220	STRA6	signaling receptor and transporter of retinol STRA6	3.989	9.485
57464	STRIP2	striatin interacting protein 2	2.488	9.866
55359	STYK1	serine/threonine/tyrosine kinase 1	-1.05	2.195
79783	SUGCT	succinyl-CoA:glutarate-CoA transferase	-1.44	4.217
23213	SULF1	sulfatase 1	2.531	8.694
6817	SULT1A1	sulfotransferase family 1A member 1	-1.604	4.867
6799	SULT1A2	sulfotransferase family 1A member 2	-2.021	4.707
27284	SULT1B1	sulfotransferase family 1B member 1	-1.39	2.25
6820	SULT2B1	sulfotransferase family 2B member 1	1.916	3.928
55530	SVOP	SV2 related protein	-1.666	2.662
9145	SYNGR1	synaptogyrin 1	-1.205	3.039
6855	SYP	synaptophysin	-1.287	3.253
100873921	SYP-AS1	SYP antisense RNA 1	-1.346	3.035
91683	SYT12	synaptotagmin 12	1.533	2.044
4070	TACSTD2	tumor associated calcium signal transducer 2	2.829	5.976
338811	TAFA2	TAFA chemokine like family member 2	-1.048	4.272
25817	TAFA5	TAFA chemokine like family member 5	1.478	3.375
100507308	TARID	TCF21 antisense RNA inducing promoter demethylation	-1.9	3.706
445347	TARP	TCR gamma alternate reading frame protein	-1.516	4.13
374403	TBC1D10C	TBC1 domain family member 10C	-1.074	3.128
125058	TBC1D16	TBC1 domain family member 16	1.141	7.234
96597	TBC1D27P	TBC1 domain family member 27, pseudogene	-2.027	3.785
23329	TBC1D30	TBC1 domain family member 30	1.035	4.714
6913	TBX15	T-box transcription factor 15	2.846	5.66
57057	TBX20	T-box transcription factor 20	3.208	7.02
30009	TBX21	T-box transcription factor 21	-1.04	2.438
6943	TCF21	transcription factor 21	-1.043	2.054
6932	TCF7	transcription factor 7	1.148	3.807
8115	TCL1A	TCL1 family AKT coactivator A	-1.859	2.271
6947	TCN1	transcobalamin 1	3.794	7.33
6948	TCN2	transcobalamin 2	-1.103	3.685
6997	TDGF1	teratocarcinoma-derived growth factor 1	2.129	5.578
6998	TDGF1P3	teratocarcinoma-derived growth factor 1 pseudogene 3	1.95	4.3
51567	TDP2	tyrosyl-DNA phosphodiesterase 2	-1.23	4.055
7004	TEAD4	TEA domain transcription factor 4	1.84	11.793
80178	TEDC2	tubulin epsilon and delta complex 2	1.4	5.106
7008	TEF	TEF transcription factor, PAR bZIP family member	-1.02	3.605
26011	TENM4	teneurin transmembrane protein 4	1.185	2.45
54855	TENT5C	terminal nucleotidyltransferase 5C	-1.515	4.565
54997	TESC	tescalcin	2.697	7.531
10420	TESK2	testis associated actin remodelling kinase 2	-1.109	6.894
56159	TEX11	testis expressed 11	-1.73	2.572
93081	TEX30	testis expressed 30	1.128	5.005
374877	TEX45	testis expressed 45	1.579	3.485
7020	TFAP2A	transcription factor AP-2 alpha	2.24	4.746
109729173	TFAP2A-AS2	TFAP2A antisense RNA 2	2.446	7.521
7023	TFAP4	transcription factor AP-4	1.165	5.597
7032	TFF2	trefoil factor 2	1.391	2.168
7980	TFPI2	tissue factor pathway inhibitor 2	2.077	5.118
7036	TFR2	transferrin receptor 2	1.769	2.756
7038	TG	thyroglobulin	3.312	8.488
7042	TGFB2	transforming growth factor beta 2	1.316	3.377
7043	TGFB3	transforming growth factor beta 3	1.032	2.007
7045	TGFBI	transforming growth factor beta induced	2.078	8.581
60436	TGIF2	TGFB induced factor homeobox 2	1.5	7.353
7054	TH	tyrosine hydroxylase	2.103	2.681
7058	THBS2	thrombospondin 2	2.826	7.881
7060	THBS4	thrombospondin 4	2.505	5.119
101929215	THBS4-AS1	THBS4 antisense RNA 1	1.347	2.654
387357	THEMIS	thymocyte selection associated	-1.145	2.381
7068	THRB	thyroid hormone receptor beta	-1.382	3.126
7070	THY1	Thy-1 cell surface antigen	1.793	5.53
90381	TICRR	TOPBP1 interacting checkpoint and replication regulator	1.256	4.327
201798	TIGD4	tigger transposable element derived 4	1.261	3.406
7076	TIMP1	TIMP metallopeptidase inhibitor 1	1.762	5.983
257000	TINCR	TINCR ubiquitin domain containing	-1.717	2.356
727910	TLCD2	TLC domain containing 2	-1.032	3.147
148534	TLCD4	TLC domain containing 4	-1.029	2.376
81793	TLR10	toll like receptor 10	-1.46	3.129
7098	TLR3	toll like receptor 3	-1.119	3
54106	TLR9	toll like receptor 9	-1.455	6.85
3195	TLX1	T cell leukemia homeobox 1	3.446	7.611
3196	TLX2	T cell leukemia homeobox 2	-1.3	2.323
4071	TM4SF1	transmembrane 4 L six family member 1	1.221	4.036
100874091	TM4SF1-AS1	TM4SF1 antisense RNA 1	1.828	4.993
7104	TM4SF4	transmembrane 4 L six family member 4	2.684	2.696
53345	TM6SF2	transmembrane 6 superfamily member 2	-1.75	5.008
57458	TMCC3	transmembrane and coiled-coil domain family 3	-1.468	4.381
23671	TMEFF2	transmembrane protein with EGF like and two follistatin like domains 2	-1.982	2.312
54972	TMEM132A	transmembrane protein 132A	1.846	7.958
441151	TMEM151B	transmembrane protein 151B	-1.853	3.078
80008	TMEM156	transmembrane protein 156	-1.388	4.268
25907	TMEM158	transmembrane protein 158	1.34	3.319
134285	TMEM171	transmembrane protein 171	-1.525	3.165
100507421	TMEM178B	transmembrane protein 178B	1.844	3.424
130612	TMEM198	transmembrane protein 198	1.109	4.43
645369	TMEM200C	transmembrane protein 200C	1.497	2.737
388335	TMEM220	transmembrane protein 220	-1.464	2.616
101101775	TMEM220-AS1	TMEM220 antisense RNA 1	-1.361	2.479
653567	TMEM236	transmembrane protein 236	-1.694	2.626
100289255	TMEM238L	transmembrane protein 238 like	-1.085	2.283
643382	TMEM253	transmembrane protein 253	-1.221	2.691
55026	TMEM255A	transmembrane protein 255A	-1.027	2.214
348013	TMEM255B	transmembrane protein 255B	1.429	5.228
203562	TMEM31	transmembrane protein 31	-1.553	3.3
140738	TMEM37	transmembrane protein 37	-1.534	4.459
643236	TMEM72	transmembrane protein 72	-2.106	3.012
55321	TMEM74B	transmembrane protein 74B	1.595	3.066
388595	TMEM82	transmembrane protein 82	-1.673	2.993
27346	TMEM97	transmembrane protein 97	1.333	6.54
388364	TMIGD1	transmembrane and immunoglobulin domain containing 1	-2.477	2.385
126259	TMIGD2	transmembrane and immunoglobulin domain containing 2	-1.277	3.521
57413	TMIGD3	transmembrane and immunoglobulin domain containing 3	-1.128	3.073
84000	TMPRSS13	transmembrane serine protease 13	2.316	3.754
64699	TMPRSS3	transmembrane serine protease 3	1.564	4.491
80975	TMPRSS5	transmembrane serine protease 5	3.031	4.498
7130	TNFAIP6	TNF alpha induced protein 6	2.111	5.53
388121	TNFAIP8L3	TNF alpha induced protein 8 like 3	-1.045	2.315
8794	TNFRSF10C	TNF receptor superfamily member 10c	1.216	4.039
51330	TNFRSF12A	TNF receptor superfamily member 12A	2.56	13.285
23495	TNFRSF13B	TNF receptor superfamily member 13B	-2.357	5.348
115650	TNFRSF13C	TNF receptor superfamily member 13C	-1.464	4.268
608	TNFRSF17	TNF receptor superfamily member 17	-1.889	2.809
8771	TNFRSF6B	TNF receptor superfamily member 6b	2.913	6.956
943	TNFRSF8	TNF receptor superfamily member 8	1.275	2.737
9966	TNFSF15	TNF superfamily member 15	1.285	4.963
8744	TNFSF9	TNF superfamily member 9	2.071	3.473
7137	TNNI3	troponin I3, cardiac type	3.261	4.793
84951	TNS4	tensin 4	2.33	4.681
10953	TOMM34	translocase of outer mitochondrial membrane 34	1.455	7.045
116447	TOP1MT	DNA topoisomerase I mitochondrial	1.265	4.913
7153	TOP2A	DNA topoisomerase II alpha	1.223	3.565
58476	TP53INP2	tumor protein p53 inducible nuclear protein 2	-1.445	5.875
7164	TPD52L1	TPD52 like 1	1.188	3.727
7169	TPM2	tropomyosin 2	1.155	2.582
646405	TPTE2P1	TPTE2 pseudogene 1	-1.192	2.531
22974	TPX2	TPX2 microtubule nucleation factor	1.889	7.051
9881	TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1	-1.167	4.407
50852	TRAT1	T cell receptor associated transmembrane adaptor 1	-1.143	2.465
28664	TRAV19	T cell receptor alpha variable 19	-1.16	2.164
28639	TRBC1	T cell receptor beta constant 1	-1.038	2.919
28638	TRBC2	T cell receptor beta constant 2	-1.026	2.813
28631	TRBJ1-5	T cell receptor beta joining 1-5	-1.163	2.356
28629	TRBJ2-1	T cell receptor beta joining 2-1	-1.024	2.209
28626	TRBJ2-3	T cell receptor beta joining 2-3	-1.224	3.184
28577	TRBV12-3	T cell receptor beta variable 12-3	-1.053	2.381
28576	TRBV12-4	T cell receptor beta variable 12-4	-1.308	3.459
28568	TRBV19	T cell receptor beta variable 19	-1.509	3.184
28614	TRBV5-1	T cell receptor beta variable 5-1	-1.123	2.367
28589	TRBV7-9	T cell receptor beta variable 7-9	-1.155	2.503
28586	TRBV9	T cell receptor beta variable 9	-1.56	2.819
28526	TRDC	T cell receptor delta constant	-1.3	2.101
28518	TRDV1	T cell receptor delta variable 1	-1.653	2.195
54210	TREM1	triggering receptor expressed on myeloid cells 1	3.295	8.986
100506776	TRG-AS1	T cell receptor gamma locus antisense RNA 1	-1.421	4.496
6966	TRGC1	T cell receptor gamma constant 1	-1.579	5.062
6967	TRGC2	T cell receptor gamma constant 2	-1.598	3.793
6984	TRGV10	T cell receptor gamma variable 10 (non-functional)	-1.256	2.325
6974	TRGV2	T cell receptor gamma variable 2	-1.481	3.074
6976	TRGV3	T cell receptor gamma variable 3	-1.459	2.87
6977	TRGV4	T cell receptor gamma variable 4	-1.424	2.54
29953	TRHDE	thyrotropin releasing hormone degrading enzyme	-1.718	4.421
57761	TRIB3	tribbles pseudokinase 3	2.393	7.858
23650	TRIM29	tripartite motif containing 29	3.426	7.575
57159	TRIM54	tripartite motif containing 54	2.397	3.892
9319	TRIP13	thyroid hormone receptor interactor 13	1.939	7.483
4555	TRND	tRNA-Asp	1.346	2.015
4569	TRNM	tRNA-Met	2.209	3.572
4573	TRNR	tRNA-Arg	1.937	2.912
4577	TRNV	tRNA-Val	1.465	2.471
10024	TROAP	trophinin associated protein	1.104	3.007
101927267	TROAP-AS1	TROAP and PRPH antisense RNA 1	-1.337	2.959
101928607	TRPM2-AS	TRPM2 antisense RNA	1.894	2.183
140803	TRPM6	transient receptor potential cation channel subfamily M member 6	-2.003	2.66
162514	TRPV3	transient receptor potential cation channel subfamily V member 3	-2.1	3.834
59341	TRPV4	transient receptor potential cation channel subfamily V member 4	1.701	4.627
55503	TRPV6	transient receptor potential cation channel subfamily V member 6	-1.579	2.719
128229	TSACC	TSSK6 activating cochaperone	1.181	2.463
7102	TSPAN7	tetraspanin 7	-1.367	3.454
54084	TSPEAR	thrombospondin type laminin G domain and EAR repeats	2.111	3.508
54082	TSPEAR-AS1	TSPEAR antisense RNA 1	1.378	2.102
7263	TST	thiosulfate sulfurtransferase	-1.176	4.527
55001	TTC22	tetratricopeptide repeat domain 22	-1.135	2.421
164118	TTC24	tetratricopeptide repeat domain 24	-1.583	3.119
79989	TTC26	tetratricopeptide repeat domain 26	1.344	7.411
7272	TTK	TTK protein kinase	1.212	3.205
80727	TTYH3	tweety family member 3	1.364	7.088
79861	TUBAL3	tubulin alpha like 3	-1.57	2.735
10381	TUBB3	tubulin beta 3 class III	1.59	2.773
400128	TUSC8	tumor suppressor candidate 8	1.478	2.402
7291	TWIST1	twist family bHLH transcription factor 1	1.705	3.955
56652	TWNK	twinkle mtDNA helicase	1.071	6.011
7301	TYRO3	TYRO3 protein tyrosine kinase	1.335	3.487
10537	UBD	ubiquitin D	1.932	3.762
11065	UBE2C	ubiquitin conjugating enzyme E2 C	1.809	5.856
27338	UBE2S	ubiquitin conjugating enzyme E2 S	1.232	4.819
29089	UBE2T	ubiquitin conjugating enzyme E2 T	1.272	4.678
80019	UBTD1	ubiquitin domain containing 1	1.105	3.264
652995	UCA1	urothelial cancer associated 1	3.402	5.353
7347	UCHL3	ubiquitin C-terminal hydrolase L3	1.034	5.071
7358	UGDH	UDP-glucose 6-dehydrogenase	-1.083	4.119
55757	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	1.103	8.741
7360	UGP2	UDP-glucose pyrophosphorylase 2	-1.148	4.387
54658	UGT1A1	UDP glucuronosyltransferase family 1 member A1	-1.627	2.537
54575	UGT1A10	UDP glucuronosyltransferase family 1 member A10	-1.713	3.009
54659	UGT1A3	UDP glucuronosyltransferase family 1 member A3	-1.511	2.453
54657	UGT1A4	UDP glucuronosyltransferase family 1 member A4	-1.529	2.183
54579	UGT1A5	UDP glucuronosyltransferase family 1 member A5	-1.543	2.633
54577	UGT1A7	UDP glucuronosyltransferase family 1 member A7	-1.548	2.663
54576	UGT1A8	UDP glucuronosyltransferase family 1 member A8	-1.665	2.832
54600	UGT1A9	UDP glucuronosyltransferase family 1 member A9	-1.558	2.585
79799	UGT2A3	UDP glucuronosyltransferase family 2 member A3	-1.52	2.054
29128	UHRF1	ubiquitin like with PHD and ring finger domains 1	1.72	7.904
80328	ULBP2	UL16 binding protein 2	2.935	6.504
79465	ULBP3	UL16 binding protein 3	1.523	6.451
8633	UNC5C	unc-5 netrin receptor C	-1.698	6.097
105377335	UNC5C-AS1	UNC5C antisense RNA 1	-1.09	2.993
222643	UNC5CL	unc-5 family C-terminal like	1.88	6.084
137970	UNC5D	unc-5 netrin receptor D	-2.359	2.39
54346	UNC93A	unc-93 homolog A	2.804	4.672
9816	URB2	URB2 ribosome biogenesis homolog	1.047	6.528
9099	USP2	ubiquitin specific peptidase 2	-1.849	3.665
162632	USP32P1	ubiquitin specific peptidase 32 pseudogene 1	-1.436	2.396
373856	USP41	ubiquitin specific peptidase 41	1.022	2.19
10813	UTP14A	UTP14A small subunit processome component	1.037	6.59
84916	UTP4	UTP4 small subunit processome component	1.032	9.761
79805	VASH2	vasohibin 2	1.527	4.786
1462	VCAN	versican	1.364	5.587
7422	VEGFA	vascular endothelial growth factor A	1.055	3.118
2277	VEGFD	vascular endothelial growth factor D	-1.873	2.593
27287	VENTX	VENT homeobox	2.13	5.205
7425	VGF	VGF nerve growth factor inducible	1.666	2.658
7433	VIPR1	vasoactive intestinal peptide receptor 1	-1.131	2.288
100874007	VIPR1-AS1	VIPR1 antisense RNA 1	-1.093	2.124
55350	VNN3P	vanin 3, pseudogene	2.538	2.972
29802	VPREB3	V-set pre-B cell surrogate light chain 3	-1.566	3.053
7447	VSNL1	visinin like 1	1.615	4.12
340706	VWA2	von Willebrand factor A domain containing 2	2.782	8.516
375567	VWC2	von Willebrand factor C domain containing 2	-1.687	2.959
7450	VWF	von Willebrand factor	1.044	2.005
10785	WDR4	WD repeat domain 4	1.085	4.715
23160	WDR43	WD repeat domain 43	1.007	7.601
284403	WDR62	WD repeat domain 62	1.199	3.755
256764	WDR72	WD repeat domain 72	1.992	2.956
79084	WDR77	WD repeat domain 77	1.09	7.49
7481	WNT11	Wnt family member 11	1.376	2.197
7472	WNT2	Wnt family member 2	4.993	13.325
7473	WNT3	Wnt family member 3	1.476	4.422
7474	WNT5A	Wnt family member 5A	1.446	6.788
23302	WSCD1	WSC domain containing 1	-1.792	3.994
7490	WT1	WT1 transcription factor	5.543	8.212
100288077	WTAPP1	Wilms tumor 1 associated protein pseudogene 1	4.754	15.625
6846	XCL2	X-C motif chemokine ligand 2	-1.273	2.153
57510	XPO5	exportin 5	1.129	7.137
7516	XRCC2	X-ray repair cross complementing 2	1.903	7.353
57002	YAE1	YAE1 maturation factor of ABCE1	1.218	4.682
7535	ZAP70	zeta chain of T cell receptor associated protein kinase 70	-1.068	3.137
221527	ZBTB12	zinc finger and BTB domain containing 12	1.323	6.614
201501	ZBTB7C	zinc finger and BTB domain containing 7C	-1.398	2.203
92092	ZC3HAV1L	zinc finger CCCH-type containing, antiviral 1 like	1.371	8.107
441951	ZFAS1	ZNFX1 antisense RNA 1	1.226	7.236
79776	ZFHX4	zinc finger homeobox 4	2.005	3.817
65243	ZFP69B	ZFP69 zinc finger protein B	1.179	5.25
65998	ZFTA	zinc finger translocation associated	1.096	4.843
57732	ZFYVE28	zinc finger FYVE-type containing 28	-1.021	4.139
8187	ZNF239	zinc finger protein 239	1.603	7.946
55713	ZNF334	zinc finger protein 334	-1.08	2.209
195828	ZNF367	zinc finger protein 367	1.128	4.675
84627	ZNF469	zinc finger protein 469	2.312	10.903
9745	ZNF536	zinc finger protein 536	-1.648	2.267
137209	ZNF572	zinc finger protein 572	1.008	3.406
284346	ZNF575	zinc finger protein 575	-1.434	5.016
100533111	ZNF670-ZNF695	ZNF670-ZNF695 readthrough (NMD candidate)	1.125	5.11
57116	ZNF695	zinc finger protein 695	1.739	5.475
100129543	ZNF730	zinc finger protein 730	1.897	2.225
128611	ZNF831	zinc finger protein 831	-1.169	2.793
84133	ZNRF3	zinc and ring finger 3	1.009	4.347
7784	ZP3	zona pellucida glycoprotein 3	1.112	2.597
65249	ZSWIM4	zinc finger SWIM-type containing 4	1.129	7.088
23140	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1	-1.075	6.186
