GeneID	Symbol	Description	log2(fold change)(cancer primaire vs controle)	-log10(Pvalue)(cancer primaire vs controle)	log2(fold change)(controle vs metastase)	-log10(Pvalue)(controle vs metastase)
3960	LGALS4	galectin 4	-1.265	3.157	2.038	8.423
79935	CCNP	cyclin P	3.956	9.968	-3.919	10.818
8425	LTBP4	latent transforming growth factor beta binding protein 4	-1.043	3.796	1.638	9.714
973	CD79A	CD79a molecule	-1.732	4.022	2.918	11.813
5050	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3	1.055	4.598	-1.081	5.341
284338	PRR19	proline rich 19	1.036	4.562	-1.09	5.568
634	CEACAM1	CEA cell adhesion molecule 1	-1.253	2.568	1.654	4.672
23474	ETHE1	ETHE1 persulfide dioxygenase	-1.285	4.266	1.836	9.173
284346	ZNF575	zinc finger protein 575	-1.434	5.016	2.079	11.022
105372412	LOC105372412	phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like	-2.537	5.786	2.875	7.785
284353	NKPD1	NTPase KAP family P-loop domain containing 1	1.282	2.962	-1.569	4.761
2828	GPR4	G protein-coupled receptor 4	1.564	4.987	-1.378	4.381
444882	IGFL4	IGF like family member 4	3.308	4.753	-4.883	11.009
147920	IGFL2	IGF like family member 2	2.031	3.146	-2.798	6.306
2906	GRIN2D	glutamate ionotropic receptor NMDA type subunit 2D	3.338	9.837	-3.581	12.494
114783	LMTK3	lemur tyrosine kinase 3	1.513	3.307	-1.6	4.068
6820	SULT2B1	sulfotransferase family 2B member 1	1.916	3.928	-2.305	6.136
2523	FUT1	fucosyltransferase 1 (H blood group)	2.101	8.612	-2.433	12.702
57664	PLEKHA4	pleckstrin homology domain containing A4	1.322	3.225	-1.37	3.827
27294	DHDH	dihydrodiol dehydrogenase	1.17	2.111	-1.389	3.159
57030	SLC17A7	solute carrier family 17 member 7	-1.631	3.493	3.005	10.779
6689	SPIB	Spi-B transcription factor	-3.462	7.798	3.617	9.379
4606	MYBPC2	myosin binding protein C2	-1.247	2.888	2.215	8.1
5653	KLK6	kallikrein related peptidase 6	5.471	7.163	-7.289	13.763
5650	KLK7	kallikrein related peptidase 7	4.817	3.805	-7.808	10.376
11202	KLK8	kallikrein related peptidase 8	5.953	5.111	-6.054	5.851
5655	KLK10	kallikrein related peptidase 10	3.941	7.158	-3.744	7.188
2357	FPR1	formyl peptide receptor 1	1.962	6.005	-2.689	12.084
2358	FPR2	formyl peptide receptor 2	2.907	5.709	-3.062	6.963
91662	NLRP12	NLR family pyrin domain containing 12	1.455	3.158	-2.193	7.583
59283	CACNG8	calcium voltage-gated channel auxiliary subunit gamma 8	3.062	8.439	-3.317	10.904
353514	LILRA5	leukocyte immunoglobulin like receptor A5	1.154	2.809	-1.481	4.902
3805	KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4	-1.85	3.012	2.676	6.297
2204	FCAR	Fc alpha receptor	3.27	5.163	-4.083	8.7
7137	TNNI3	troponin I3, cardiac type	3.261	4.793	-3.455	5.926
5794	PTPRH	protein tyrosine phosphatase receptor type H	-1.286	3.292	2.031	8.459
3589	IL11	interleukin 11	4.093	9.837	-2.356	3.863
27338	UBE2S	ubiquitin conjugating enzyme E2 S	1.232	4.819	-1.421	6.977
57761	TRIB3	tribbles pseudokinase 3	2.393	7.858	-3.29	16.249
55321	TMEM74B	transmembrane protein 74B	1.595	3.066	-2.028	5.273
105372496	LOC105372496		1.621	3.349	-1.745	4.25
100528031	FKBP1A-SDCBP2	FKBP1A-SDCBP2 readthrough (NMD candidate)	-1.101	4.472	1.716	11.388
27111	SDCBP2	syndecan binding protein 2	-1.502	3.209	2.532	9.325
692201	SNORD86	small nucleolar RNA, C/D box 86	1.852	4.614	-2.231	7.239
9762	LZTS3	leucine zipper tumor suppressor family member 3	1.584	4.602	-1.422	4.202
83959	SLC4A11	solute carrier family 4 member 11	2.217	4.063	-1.724	2.871
994	CDC25B	cell division cycle 25B	1.425	5.216	-1.468	6.12
54498	SMOX	spermine oxidase	1.539	4.54	-1.911	7.536
55612	FERMT1	FERM domain containing kindlin 1	1.128	2.784	-1.367	4.361
650	BMP2	bone morphogenetic protein 2	-1.265	3.848	1.665	7.098
23236	PLCB1	phospholipase C beta 1	1.178	2.072	-1.244	2.512
140862	ISM1	isthmin 1	2.255	4.056	-3.027	7.782
631	BFSP1	beaded filament structural protein 1	1.613	4.894	-1.463	4.529
692086	SNORD17	small nucleolar RNA, C/D box 17	1.441	3.17	-1.724	4.888
3642	INSM1	INSM transcriptional repressor 1	-2.132	3.006	3.093	6.505
29107	NXT1	nuclear transport factor 2 like export factor 1	1.165	4.873	-1.277	6.411
1472	CST4	cystatin S	3.174	2.742	-3.334	3.321
1469	CST1	cystatin SN	3.641	4.294	-3.022	3.408
1470	CST2	cystatin SA	4.11	7.045	-3.939	7.184
9837	GINS1	GINS complex subunit 1	1.705	5.945	-1.842	7.592
140838	NANP	N-acetylneuraminic acid phosphatase	1.347	6.83	-1.551	9.827
22974	TPX2	TPX2 microtubule nucleation factor	1.889	7.051	-2.097	9.458
2307	FOXS1	forkhead box S1	1.486	3.877	-1.541	4.605
128853	DUSP15	dual specificity phosphatase 15	1.44	2.474	-1.302	2.282
5326	PLAGL2	PLAG1 like zinc finger 2	1.127	4.453	-1.362	7.021
170487	ACTL10	actin like 10	1.159	3.547	-1.051	3.308
1869	E2F1	E2F transcription factor 1	1.401	6.104	-1.745	10.177
191	AHCY	adenosylhomocysteinase	1.23	7.958	-1.543	13.705
58476	TP53INP2	tumor protein p53 inducible nuclear protein 2	-1.445	5.875	1.925	11.146
8904	CPNE1	copine 1	1.073	5.016	-1.295	7.883
60436	TGIF2	TGFB induced factor homeobox 2	1.5	7.353	-1.524	8.382
79980	DSN1	DSN1 component of MIS12 kinetochore complex	1.021	5.054	-1.167	7.187
5933	RBL1	RB transcriptional corepressor like 1	1.19	4.892	-1.219	5.673
388796	SNHG17	small nucleolar RNA host gene 17	1.314	5.198	-1.547	7.817
677839	SNORA71C	small nucleolar RNA, H/ACA box 71C	1.931	3.735	-2.592	7.26
10110	SGK2	serum/glucocorticoid regulated kinase 2	-1.221	3.933	1.084	3.536
4605	MYBL2	MYB proto-oncogene like 2	1.983	5.813	-2.116	7.259
140902	R3HDML	R3H domain containing like	1.267	2.556	-1.491	3.778
10953	TOMM34	translocase of outer mitochondrial membrane 34	1.455	7.045	-1.652	9.87
11065	UBE2C	ubiquitin conjugating enzyme E2 C	1.809	5.856	-2.059	8.248
4318	MMP9	matrix metallopeptidase 9	1.39	2.532	-2.432	7.748
109729184	SLC12A5-AS1	SLC12A5 and MMP9 antisense RNA 1	1.42	2.571	-2.427	7.561
55713	ZNF334	zinc finger protein 334	-1.08	2.209	1.12	2.578
64849	SLC13A3	solute carrier family 13 member 3	2.921	6.679	-3.959	13.202
284749	LINC00494	long intergenic non-protein coding RNA 494	-2.079	4.982	2.381	6.859
1434	CSE1L	chromosome segregation 1 like	1.358	9.534	-1.606	14.703
441951	ZFAS1	ZNFX1 antisense RNA 1	1.226	7.236	-1.395	10.185
6615	SNAI1	snail family transcriptional repressor 1	2.047	7.012	-2.573	11.989
101927559	CEBPB-AS1	CEBPB antisense RNA 1	1.023	5.569	-1.541	13.478
1051	CEBPB	CCAAT enhancer binding protein beta	1.25	7.601	-1.794	17.083
284751	LINC01270	long intergenic non-protein coding RNA 1270	1.759	3.809	-2.782	10.09
101927586	LINC01271	long intergenic non-protein coding RNA 1271	1.547	3.369	-2.418	8.776
57167	SALL4	spalt like transcription factor 4	3.229	8.914	-3.132	9.312
5203	PFDN4	prefoldin subunit 4	1.269	5.67	-1.58	9.446
6790	AURKA	aurora kinase A	1.353	4.575	-1.513	6.248
655	BMP7	bone morphogenetic protein 7	1.961	2.607	-2.557	4.651
112268270	LOC112268270	translation initiation factor IF-2-like	2.003	2.824	-2.629	5.128
8480	RAE1	ribonucleic acid export 1	1.05	7.366	-1.177	10.096
56937	PMEPA1	prostate transmembrane protein, androgen induced 1	1.726	4.412	-2.184	7.586
105416157	NKILA	NF-kappaB interacting lncRNA	1.522	3.629	-2.16	7.693
105372692	LOC105372692	uncharacterized LOC105372692	2.357	4.307	-2.51	5.372
51497	NELFCD	negative elongation factor complex member C/D	1.128	7.409	-1.321	11.051
1908	EDN3	endothelin 3	-1.678	2.143	3.064	7.004
105372709	LOC105372709	uncharacterized LOC105372709	1.252	3.081	-1.011	2.331
105372710	LOC105372710	uncharacterized LOC105372710	2.762	3.735	-2.539	3.567
28231	SLCO4A1	solute carrier organic anion transporter family member 4A1	2.624	11.023	-2.984	15.758
100127888	SLCO4A1-AS1	SLCO4A1 antisense RNA 1	2.51	9.699	-2.967	14.926
4923	NTSR1	neurotensin receptor 1	3.022	5.181	-2.038	2.805
100652730	LINC00659	long intergenic non-protein coding RNA 659	4.399	5.749	-5.769	10.601
55257	MRGBP	MRG domain binding protein	1.118	8.516	-1.337	13.367
63910	SLC17A9	solute carrier family 17 member 9	1.384	3.435	-1.491	4.376
79444	BIRC7	baculoviral IAP repeat containing 7	1.576	2.509	-2.532	6.628
79025	FNDC11	fibronectin type III domain containing 11	1.692	3.379	-1.568	3.26
54055	CYP4F29P	cytochrome P450 family 4 subfamily F member 29, pseudogene	-1.538	3.308	2.02	5.699
861	RUNX1	RUNX family transcription factor 1	1.112	6.048	-1.054	6.061
8208	CHAF1B	chromatin assembly factor 1 subunit B	1.118	4.469	-1.308	6.648
105369301	CLDN14-AS1	CLDN14 antisense RNA 1	2.102	5.501	-2.898	11.313
6493	SIM2	SIM bHLH transcription factor 2	4.773	13.736	-5.403	19.457
107985492	LOC107985492	uncharacterized LOC107985492	5.785	9.197	-6.589	13.147
53820	RIPPLY3	ripply transcriptional repressor 3	2.578	3.986	-3.104	6.25
3772	KCNJ15	potassium inwardly rectifying channel subfamily J member 15	3.181	7.918	-3.249	9.137
64699	TMPRSS3	transmembrane serine protease 3	1.564	4.491	-1.525	4.764
5152	PDE9A	phosphodiesterase 9A	-1.537	4.099	2.29	9.504
107985504	LOC107985504	uncharacterized LOC107985504	-1.418	3.559	2.322	9.036
10785	WDR4	WD repeat domain 4	1.085	4.715	-1.182	6.138
101928607	TRPM2-AS	TRPM2 antisense RNA	1.894	2.183	-2.168	3.06
54084	TSPEAR	thrombospondin type laminin G domain and EAR repeats	2.111	3.508	-2.347	4.731
54082	TSPEAR-AS1	TSPEAR antisense RNA 1	1.378	2.102	-2.196	5.424
101928745	LL21NC02-21A1.1	uncharacterized LL21NC02-21A1.1	1.432	3.953	-1.13	2.867
80781	COL18A1	collagen type XVIII alpha 1 chain	1.334	3.435	-2.269	10.176
503637	DUXAP8	double homeobox A pseudogene 8	3.965	7.774	-4.333	10.177
55670	PEX26	peroxisomal biogenesis factor 26	-1.34	7.521	1.791	14.63
8318	CDC45	cell division cycle 45	1.288	3.833	-1.491	5.58
9127	P2RX6	purinergic receptor P2X 6	-1.311	3.569	1.849	7.04
649179	PRAMENP	PRAME N-terminal like, pseudogene	-1.882	3.438	2.818	7.54
28763	IGLVI-70	immunoglobulin lambda variable (I)-70 (pseudogene)	-1.906	3.155	2.634	6.054
28784	IGLV4-69	immunoglobulin lambda variable 4-69	-1.382	2.278	1.975	4.758
102724653	LOC102724653	uncharacterized LOC102724653	-2.088	2.979	2.124	3.388
28785	IGLV4-60	immunoglobulin lambda variable 4-60	-1.92	2.372	2.138	3.165
28820	IGLV1-51	immunoglobulin lambda variable 1-51	-1.395	2.214	2.436	6.682
28821	IGLV1-50	immunoglobulin lambda variable 1-50 (non-functional)	-1.564	2.279	2.048	4.044
28776	IGLV7-43	immunoglobulin lambda variable 7-43	-1.852	2.954	2.667	6.367
28824	IGLV1-41	immunoglobulin lambda variable 1-41 (pseudogene)	-1.569	2.139	2.266	4.536
28825	IGLV1-40	immunoglobulin lambda variable 1-40	-1.586	2.4	1.994	3.993
28783	IGLV5-37	immunoglobulin lambda variable 5-37	-2.133	2.28	2.585	3.516
28811	IGLV2-33	immunoglobulin lambda variable 2-33 (non-functional)	-2.61	2.848	3.407	5.102
28813	IGLV2-23	immunoglobulin lambda variable 2-23	-1.57	2.821	2.459	7.095
28814	IGLV2-18	immunoglobulin lambda variable 2-18	-1.9	2.023	1.99	2.413
28815	IGLV2-14	immunoglobulin lambda variable 2-14	-1.592	2.278	2.432	5.389
28816	IGLV2-11	immunoglobulin lambda variable 2-11	-1.77	3.416	3.011	10.119
28803	IGLV3-10	immunoglobulin lambda variable 3-10	-1.875	2.806	2.217	4.207
723778	MIR650	microRNA 650	-1.69	3.119	3.017	10.059
28817	IGLV2-8	immunoglobulin lambda variable 2-8	-1.821	3.331	3.105	9.895
28818	IGLV2-5	immunoglobulin lambda variable 2-5 (pseudogene)	-1.688	2.221	2.243	4.015
28786	IGLV4-3	immunoglobulin lambda variable 4-3	-4.171	6.174	4.773	8.621
28809	IGLV3-1	immunoglobulin lambda variable 3-1	-1.585	2.566	1.872	3.818
100423062	IGLL5	immunoglobulin lambda like polypeptide 5	-1.448	2.245	2.515	6.723
3537	IGLC1	immunoglobulin lambda constant 1	-1.43	2.189	2.496	6.593
28832	IGLJ2	immunoglobulin lambda joining 2	-1.496	2.392	1.642	3.118
3538	IGLC2	immunoglobulin lambda constant 2	-1.602	2.641	2.016	4.418
28831	IGLJ3	immunoglobulin lambda joining 3	-1.666	2.67	1.937	3.872
3539	IGLC3	immunoglobulin lambda constant 3 (Kern-Oz+ marker)	-1.603	2.897	2.161	5.53
3541	IGLC5	immunoglobulin lambda constant 5 (pseudogene)	-1.628	2.061	2.435	4.65
3542	IGLC6	immunoglobulin lambda constant 6	-1.763	2.398	2.318	4.319
28834	IGLC7	immunoglobulin lambda constant 7	-1.654	2.348	2.501	5.445
9609	RAB36	RAB36, member RAS oncogene family	1.279	3.833	-1.473	5.53
29802	VPREB3	V-set pre-B cell surrogate light chain 3	-1.566	3.053	2.981	10.462
4320	MMP11	matrix metallopeptidase 11	3.278	9.397	-2.671	7.092
91319	DERL3	derlin 3	-1.224	3.025	1.863	7.222
255349	LHFPL7	LHFPL tetraspan subfamily member 7	3.651	5.831	-3.664	6.498
84133	ZNRF3	zinc and ring finger 3	1.009	4.347	-1.585	11.233
5008	OSM	oncostatin M	2.772	7.483	-2.894	8.986
6948	TCN2	transcobalamin 2	-1.103	3.685	1.416	6.463
105372995	LOC105372995	uncharacterized LOC105372995	-1.42	3.797	1.706	5.651
7263	TST	thiosulfate sulfurtransferase	-1.176	4.527	1.154	4.86
6753	SSTR3	somatostatin receptor 3	-1.372	2.82	2.337	7.767
646851	FAM227A	family with sequence similarity 227 member A	1.367	5.383	-1.535	7.402
9582	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B	-1.344	3.207	1.328	3.492
100874530	APOBEC3B-AS1	APOBEC3B antisense RNA 1	-1.076	2.608	1.043	2.713
5155	PDGFB	platelet derived growth factor subunit B	1.075	2.741	-1.121	3.279
9145	SYNGR1	synaptogyrin 1	-1.205	3.039	1.349	4.125
7008	TEF	TEF transcription factor, PAR bZIP family member	-1.02	3.605	1.092	4.535
150365	MEI1	meiotic double-stranded break formation protein 1	-1.321	3.599	1.76	6.722
115650	TNFRSF13C	TNF receptor superfamily member 13C	-1.464	4.268	2.169	9.297
102723775	LINC01315	long intergenic non-protein coding RNA 1315	1.443	4.216	-1.463	4.799
29780	PARVB	parvin beta	1.099	2.564	-1.23	3.463
9620	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1	1.526	4.232	-1.309	3.563
105373077	LOC105373077	uncharacterized LOC105373077	-1.18	4.463	1.061	4.076
101930105	FAM239A	zinc finger protein 839 pseudogene	1.011	2.027	-1.432	4.149
3730	ANOS1	anosmin 1	2.692	13.244	-1.77	6.489
4935	GPR143	G protein-coupled receptor 143	1.87	2.412	-2.174	3.487
1183	CLCN4	chloride voltage-gated channel 4	1.269	2.919	-1.968	7.23
25975	EGFL6	EGF like domain multiple 6	3.758	10.057	-2.442	4.954
2187	FANCB	FA complementation group B	1.365	5.214	-1.58	7.606
140462	ASB9	ankyrin repeat and SOCS box containing 9	1.404	4.703	-2.022	10.335
2925	GRPR	gastrin releasing peptide receptor	2.516	2.619	-3.696	5.822
645864	MAGEB17	MAGE family member B17	3.083	3.306	-4.446	7.202
6322	SCML1	Scm polycomb group protein like 1	1.07	4.517	-1.578	10.35
256714	MAP7D2	MAP7 domain containing 2	2.501	4.214	-2.634	5.145
7102	TSPAN7	tetraspanin 7	-1.367	3.454	2.052	8.1
4128	MAOA	monoamine oxidase A	-1.059	2.426	1.215	3.425
9767	JADE3	jade family PHD finger 3	1.174	7.316	-1.463	12.322
92745	SLC38A5	solute carrier family 38 member 5	1.559	4.133	-1.358	3.576
6855	SYP	synaptophysin	-1.287	3.253	2.2	9.615
100873921	SYP-AS1	SYP antisense RNA 1	-1.346	3.035	2.551	9.915
57477	SHROOM4	shroom family member 4	1.67	8.027	-1.774	9.96
102723911	LOC102723911	uncharacterized LOC102723911	-1.104	2.266	1.4	3.769
27112	NALF2	NALCN channel auxiliary factor 2	1.347	2.919	-1.054	2.093
5030	P2RY4	pyrimidinergic receptor P2Y4	-2.067	2.52	3.311	6.21
24137	KIF4A	kinesin family member 4A	1.267	3.76	-1.465	5.453
54857	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2	-1.864	3.54	2.829	8.429
105373244	LOC105373244	uncharacterized LOC105373244	-1.518	5.028	1.835	7.612
56159	TEX11	testis expressed 11	-1.73	2.572	3.22	8.625
54821	ERCC6L	ERCC excision repair 6 like, spindle assembly checkpoint helicase	1.527	4.782	-1.601	5.796
4674	NAP1L2	nucleosome assembly protein 1 like 2	-1.438	2.08	2.228	4.962
27334	P2RY10	P2Y receptor family member 10	-1.248	3.398	1.151	3.271
9452	ITM2A	integral membrane protein 2A	-1.226	2.614	1.911	6.456
27286	SRPX2	sushi repeat containing protein X-linked 2	1.268	3.581	-1.013	2.665
2491	CENPI	centromere protein I	1.319	4.11	-1.653	6.92
441509	GLRA4	glycine receptor alpha 4 (pseudogene)	-1.405	2.049	2.319	5.475
203562	TMEM31	transmembrane protein 31	-1.553	3.3	2.405	7.432
9075	CLDN2	claudin 2	3.548	4.988	-4.584	8.909
6998	TDGF1P3	teratocarcinoma-derived growth factor 1 pseudogene 3	1.95	4.3	-2.078	5.371
5358	PLS3	plastin 3	1.237	4.832	-1.628	8.936
55922	NKRF	NFKB repressing factor	1.052	6.432	-1.286	10.342
55026	TMEM255A	transmembrane protein 255A	-1.027	2.214	1.303	3.7
8862	APLN	apelin	2.538	6.703	-2.165	5.513
10813	UTP14A	UTP14A small subunit processome component	1.037	6.59	-1.323	11.54
105373335	LOC105373335	uncharacterized LOC105373335	1.132	6.705	-1.445	11.793
90161	HS6ST2	heparan sulfate 6-O-sulfotransferase 2	2.574	3.708	-2.718	4.551
84848	MIR503HG	MIR503 host gene	2.669	4.395	-2.845	5.496
633	BGN	biglycan	2.776	9.91	-3.674	19.214
1736	DKC1	dyskerin pseudouridine synthase 1	1.123	7.095	-1.362	11.297
677835	SNORA56	small nucleolar RNA, H/ACA box 56	1.215	2.926	-1.746	6.468
116442	RAB39B	RAB39B, member RAS oncogene family	-1.337	3.257	1.173	2.867
83259	PCDH11Y	protocadherin 11 Y-linked	-2.551	2.564	3.204	4.174
4569	TRNM	tRNA-Met	2.209	3.572	-1.793	2.739
4573	TRNR	tRNA-Arg	1.937	2.912	-2.24	4.204
